date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:30:26	37537/37537	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202022%2016:03:32%20GMT	https://bestwpware.com/html/tf/edumim/about2.html	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/about2.html	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:27	35005/35005	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202022%2016:03:32%20GMT	https://bestwpware.com/html/tf/edumim/instructor.html	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/instructor.html	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:28	36275/36275	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202022%2016:03:32%20GMT	https://bestwpware.com/html/tf/edumim/instructor2.html	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/instructor2.html	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:29	27210/27210	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202022%2016:03:32%20GMT	https://bestwpware.com/html/tf/edumim/instructor-details.html	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/instructor-details.html	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:30	29365/29365	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202022%2016:03:32%20GMT	https://bestwpware.com/html/tf/edumim/event.html	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/event.html	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:31	21364/21364	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202022%2016:03:32%20GMT	https://bestwpware.com/html/tf/edumim/event-single.html	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/event-single.html	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:32	14979/14979	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202022%2016:03:32%20GMT	https://bestwpware.com/html/tf/edumim/404.html	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/404.html	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:33	39845/39845	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202022%2016:03:32%20GMT	https://bestwpware.com/html/tf/edumim/courses.html	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/courses.html	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:34	56503/56503	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202022%2016:03:32%20GMT	https://bestwpware.com/html/tf/edumim/courses-sidebar.html	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/courses-sidebar.html	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:35	64708/64708	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202022%2016:03:32%20GMT	https://bestwpware.com/html/tf/edumim/single-course.html	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/single-course.html	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:36	42274/42274	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202022%2016:03:32%20GMT	https://bestwpware.com/html/tf/edumim/blog.html	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/blog.html	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:36	27462/27462	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202022%2016:03:32%20GMT	https://bestwpware.com/html/tf/edumim/blog-full.html	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/blog-full.html	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:38	35171/35171	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202022%2016:03:32%20GMT	https://bestwpware.com/html/tf/edumim/blog-standard.html	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/blog-standard.html	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:39	42314/42314	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202022%2016:03:32%20GMT	https://bestwpware.com/html/tf/edumim/blog-single.html	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/blog-single.html	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:39	18057/18057	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202022%2016:03:32%20GMT	https://bestwpware.com/html/tf/edumim/contact.html	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/contact.html	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:40	804/804	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:28%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/icon/fb.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/icon/fb.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:41	1190/1190	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:30%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/icon/tw.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/icon/tw.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:42	1225/1225	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:28%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/icon/pn.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/icon/pn.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:43	3473/3473	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:30%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/icon/ins.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/icon/ins.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:44	611/611	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:30%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/icon/mail.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/icon/mail.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:46	1078516/1078516	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Oct%202022%2015:58:32%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/banner/man1.png	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/banner/man1.png	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:47	3208/3208	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:20%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/svg/light.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/svg/light.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:47	457841/457841	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Oct%202022%2015:58:26%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/all-img/about1.png	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/all-img/about1.png	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:48	2751/2751	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:20%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/svg/target.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/svg/target.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:49	5914/5914	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:28%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/all-img/brands/1.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/all-img/brands/1.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:50	4260/4260	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:28%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/all-img/brands/2.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/all-img/brands/2.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:51	9983/9983	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:28%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/all-img/brands/3.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/all-img/brands/3.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:52	8334/8334	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:28%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/all-img/brands/4.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/all-img/brands/4.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:53	5095/5095	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:28%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/all-img/brands/5.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/all-img/brands/5.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:55	906/906	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:20%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/svg/file.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/svg/file.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:56	545/545	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:20%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/svg/clock.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/svg/clock.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:56	171982/171982	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Oct%202022%2015:58:26%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/all-img/c1.png	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/all-img/c1.png	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:57	880/880	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:20%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/svg/star.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/svg/star.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:30:59	171371/171371	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Oct%202022%2015:58:26%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/all-img/c2.png	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/all-img/c2.png	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:31:00	151520/151520	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Oct%202022%2015:58:26%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/all-img/c3.png	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/all-img/c3.png	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:31:01	147901/147901	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Oct%202022%2015:58:28%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/all-img/c4.png	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/all-img/c4.png	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:31:02	159051/159051	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Oct%202022%2015:58:28%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/all-img/c5.png	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/all-img/c5.png	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:31:03	181655/181655	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Oct%202022%2015:58:28%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/all-img/c6.png	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/all-img/c6.png	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:31:03	528/528	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:20%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/svg/ok.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/svg/ok.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:31:05	389880/389880	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Oct%202022%2015:58:26%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/all-img/about2.png	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/all-img/about2.png	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:31:05	1572/1572	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:20%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/svg/big-mail.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/svg/big-mail.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:31:07	66672/66672	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Sep%202023%2002:31:07%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/icon/mail-white.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/icon/mail-white.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:31:07	13986/13986	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:30%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/icon/t1.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/icon/t1.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:31:08	22791/22791	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:30%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/icon/t2.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/icon/t2.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:31:09	9110/9110	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:30%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/icon/t3.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/icon/t3.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:31:10	9356/9356	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:28%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/icon/t4.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/icon/t4.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:31:11	25482/25482	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:28%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/icon/t5.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/icon/t5.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:31:12	14285/14285	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:30%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/icon/t6.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/icon/t6.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:31:13	15351/15351	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:30%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/icon/t7.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/icon/t7.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:31:14	18715/18715	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:30%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/icon/t8.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/icon/t8.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:31:16	153213/153213	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Oct%202022%2015:58:22%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/all-img/testi-left.png	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/all-img/testi-left.png	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:31:16	40589/40589	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Oct%202022%2015:58:28%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/all-img/team1.png	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/all-img/team1.png	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:31:17	33212/33212	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Oct%202022%2015:58:28%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/all-img/team2.png	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/all-img/team2.png	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:31:18	32390/32390	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Oct%202022%2015:58:28%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/all-img/team3.png	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/all-img/team3.png	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:31:19	43623/43623	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Oct%202022%2015:58:26%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/all-img/team4.png	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/all-img/team4.png	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:31:21	175190/175190	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Oct%202022%2015:58:24%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/all-img/blog-1.png	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/all-img/blog-1.png	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:31:21	800/800	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:20%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/svg/admin.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/svg/admin.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:31:22	1532/1532	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:20%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/svg/calender.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/svg/calender.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:31:24	197441/197441	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Oct%202022%2015:58:26%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/all-img/blog-2.png	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/all-img/blog-2.png	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:31:25	186116/186116	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Oct%202022%2015:58:26%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/all-img/blog-3.png	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/all-img/blog-3.png	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:31:25	2817/2817	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2015:58:28%20GMT	https://bestwpware.com/html/tf/edumim/assets/images/logo/footer-logo.svg	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/images/logo/footer-logo.svg	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
09:31:26	36738/36738	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2019%20Oct%202022%2015:58:36%20GMT	https://bestwpware.com/html/tf/edumim/assets/js/popper.min.js	/Users/thangnguyen/Documents/ICC/ITLAB/Project/Httrack/topdonhang/bestwpware.com/html/tf/edumim/assets/js/popper.min.js	(from https://bestwpware.com/html/tf/edumim/?storefront=envato-elements)
